text,label,category,severity,sentiment
Your representative confirmed my refund over the phone but two weeks later I have received nothing.,__label__1,Refund Issue,Medium,Negative
The issue with my payment was corrected the same day I reported it. Appreciate the fast action.,__label__2,Customer Service,Low,Positive
My phone case stopped working after just 7 days of normal use. For the price I paid I expected it to last much longer.,__label__1,Product Quality,Low,Negative
After 21 days the product started malfunctioning. Given the price this is completely unacceptable quality.,__label__1,Product Quality,Medium,Negative
Your return policy says 30 days but your team is now refusing to process my refund claiming the window has passed. This is misleading.,__label__1,Refund Issue,High,Negative
The issue with my payment was corrected the same day I reported it. Appreciate the fast action.,__label__2,Refund Issue,Low,Positive
Wrong item was delivered to my address. I ordered camera but received something completely different. Please send the correct item.,__label__1,Delivery Issue,Low,Negative
"After contacting support, my order was re-shipped immediately with express delivery at no extra charge.",__label__2,Refund Issue,Low,Positive
The shoes does not work as described. The features listed on the product page are simply not present.,__label__1,Product Quality,Medium,Negative
The product fell apart after just one week of use. This is clearly a quality control issue on your end.,__label__1,Product Quality,Low,Negative
Your agent promised to call me back within 24 hours. It has been 13 days and I have heard nothing.,__label__1,Customer Service,Medium,Negative
Your representative confirmed my refund over the phone but two weeks later I have received nothing.,__label__1,Refund Issue,High,Negative
I have been on hold for over an hour and still haven't spoken to anyone. This level of service is completely unacceptable.,__label__1,Customer Service,Medium,Negative
The item I received is clearly not authentic. The quality is nothing like what was shown in the product images.,__label__1,Product Quality,Low,Negative
The delivery was 16 days late. I needed this item for an important event and it arrived too late to be useful. Very disappointed.,__label__1,Delivery Issue,Low,Negative
I was told my complaint was escalated to a supervisor but nobody has contacted me in 15 days.,__label__1,Customer Service,Low,Negative
I cancelled my order within minutes of placing it but was still charged. Your cancellation policy says orders can be cancelled within 1 hour.,__label__1,Payment Issue,Medium,Negative
Wrong item was delivered to my address. I ordered shoes but received something completely different. Please send the correct item.,__label__1,Delivery Issue,Medium,Negative
Order 288474 shows delivered but I was home all day and no one knocked. Package is nowhere to be found.,__label__1,Delivery Issue,Medium,Negative
The replacement product arrived in perfect condition. Great customer service experience overall.,__label__2,Customer Service,Low,Positive
Your representative confirmed my refund over the phone but two weeks later I have received nothing.,__label__1,Refund Issue,Medium,Negative
My payment failed at checkout but my card was still charged. I did not receive any order confirmation or product.,__label__1,Payment Issue,Medium,Negative
I returned the product in original condition within the return window and my refund was denied. I want a full explanation.,__label__1,Refund Issue,Medium,Negative
My refund request has been pending for 14 days. Every time I call I get a different story. I need this resolved now.,__label__1,Refund Issue,Medium,Negative
I have contacted your support team 2 times over the past 8 days and have not received a single useful response.,__label__1,Customer Service,Low,Negative
"The product is nothing like the description. The material is cheap and flimsy, completely unlike what was advertised.",__label__1,Product Quality,Medium,Negative
My refund request has been pending for 17 days. Every time I call I get a different story. I need this resolved now.,__label__1,Refund Issue,Medium,Negative
Order 516224 shows delivered but I was home all day and no one knocked. Package is nowhere to be found.,__label__1,Delivery Issue,Medium,Negative
My payment failed at checkout but my card was still charged. I did not receive any order confirmation or product.,__label__1,Payment Issue,Medium,Negative
The delivery was 4 days late. I needed this item for an important event and it arrived too late to be useful. Very disappointed.,__label__1,Delivery Issue,Medium,Negative
My package was returned to sender without any attempt to contact me. Now I have to wait another week for redelivery.,__label__1,Delivery Issue,Medium,Negative
I received a full refund and a discount voucher for the inconvenience. Very happy with the resolution.,__label__2,Product Quality,Low,Positive
Your live chat support disconnected in the middle of our conversation and I never received a follow-up.,__label__1,Customer Service,Low,Negative
My order #524035 was supposed to arrive on 28/8/2024 but it still hasn't shown up. The tracking hasn't updated in 20 days. This is completely unacceptable.,__label__1,Delivery Issue,Medium,Negative
I returned a defective item and only received a partial refund. I want the full amount back as the fault was on your end.,__label__1,Refund Issue,Medium,Negative
I returned a defective item and only received a partial refund. I want the full amount back as the fault was on your end.,__label__1,Refund Issue,High,Negative
Your representative confirmed my refund over the phone but two weeks later I have received nothing.,__label__1,Refund Issue,Medium,Negative
My promotional discount was not applied at checkout despite entering the code correctly. I was charged full price.,__label__1,Payment Issue,Medium,Negative
"After contacting support, my order was re-shipped immediately with express delivery at no extra charge.",__label__2,Customer Service,Low,Positive
I paid for express shipping but my order arrived 3 days late. I want a refund on the shipping fee at minimum.,__label__1,Delivery Issue,Medium,Negative
"The product is nothing like the description. The material is cheap and flimsy, completely unlike what was advertised.",__label__1,Product Quality,Medium,Negative
My package was marked as delivered but I never received it. I checked with my neighbors and no one has it. I need this resolved immediately.,__label__1,Delivery Issue,High,Negative
The product arrived completely broken. The keyboard was cracked and unusable right out of the box.,__label__1,Product Quality,High,Negative
Your live chat support disconnected in the middle of our conversation and I never received a follow-up.,__label__1,Customer Service,Medium,Negative
Every time I contact support I get transferred to a different department and have to explain my issue from scratch. Very frustrating.,__label__1,Customer Service,High,Negative
My shoes stopped working after just 7 days of normal use. For the price I paid I expected it to last much longer.,__label__1,Product Quality,Medium,Negative
I cancelled my order within minutes of placing it but was still charged. Your cancellation policy says orders can be cancelled within 1 hour.,__label__1,Payment Issue,Low,Negative
I returned a defective item and only received a partial refund. I want the full amount back as the fault was on your end.,__label__1,Refund Issue,Medium,Negative
Customer support was extremely helpful and resolved my billing error without any hassle.,__label__2,Customer Service,Low,Positive
The refund appeared in my account within 2 business days. Excellent service.,__label__2,Product Quality,Low,Positive
Your agent promised to call me back within 24 hours. It has been 16 days and I have heard nothing.,__label__1,Customer Service,High,Negative
I was promised a full refund within 5-7 business days but it has been 3 days and nothing has appeared in my account.,__label__1,Refund Issue,Medium,Negative
I was charged for an item that was out of stock. You processed payment without having the item available.,__label__1,Payment Issue,Low,Negative
Your support team gave me completely incorrect information which made my situation worse. I want to speak to a manager.,__label__1,Customer Service,Low,Negative
"I was skeptical after my order was delayed, but your team tracked it down and delivered it the next day. Well done.",__label__2,Refund Issue,Low,Positive
I cancelled my order within minutes of placing it but was still charged. Your cancellation policy says orders can be cancelled within 1 hour.,__label__1,Payment Issue,Low,Negative
I was promised a full refund within 5-7 business days but it has been 9 days and nothing has appeared in my account.,__label__1,Refund Issue,Medium,Negative
Your customer service representative was extremely rude and dismissive when I called about my issue. This is no way to treat customers.,__label__1,Customer Service,High,Negative
The speaker does not work as described. The features listed on the product page are simply not present.,__label__1,Product Quality,High,Negative
The shoes does not work as described. The features listed on the product page are simply not present.,__label__1,Product Quality,Medium,Negative
I returned the product in original condition within the return window and my refund was denied. I want a full explanation.,__label__1,Refund Issue,High,Negative
The agent I spoke with was knowledgeable and fixed my account issue on the first call.,__label__2,Customer Service,Low,Positive
Your agent promised to call me back within 24 hours. It has been 14 days and I have heard nothing.,__label__1,Customer Service,Medium,Negative
I have been on hold for over an hour and still haven't spoken to anyone. This level of service is completely unacceptable.,__label__1,Customer Service,High,Negative
The product arrived completely broken. The blender was cracked and unusable right out of the box.,__label__1,Product Quality,Low,Negative
Your support team gave me completely incorrect information which made my situation worse. I want to speak to a manager.,__label__1,Customer Service,Low,Negative
The refund amount I received is incorrect — I was refunded $54.02 but I paid $199.65. Please correct this immediately.,__label__1,Refund Issue,High,Negative
The product fell apart after just one week of use. This is clearly a quality control issue on your end.,__label__1,Product Quality,Medium,Negative
I placed an order 7 days ago and it hasn't been delivered yet. The tracking shows it left the warehouse but nothing since. Where is my package?,__label__1,Delivery Issue,Medium,Negative
The courier left my package outside in the rain and it got completely damaged. This is terrible handling of deliveries.,__label__1,Delivery Issue,Low,Negative
The refund amount I received is incorrect — I was refunded $55.84 but I paid $130.82. Please correct this immediately.,__label__1,Refund Issue,High,Negative
Your agent promised to call me back within 24 hours. It has been 9 days and I have heard nothing.,__label__1,Customer Service,High,Negative
I received a defective unit. The speaker has a manufacturing defect that makes it unusable. I want a replacement.,__label__1,Product Quality,High,Negative
I returned my order 8 days ago and still haven't received my refund. I have the return tracking number confirming delivery.,__label__1,Refund Issue,Low,Negative
Your support team gave me completely incorrect information which made my situation worse. I want to speak to a manager.,__label__1,Customer Service,Low,Negative
The keyboard does not work as described. The features listed on the product page are simply not present.,__label__1,Product Quality,Medium,Negative
Every time I contact support I get transferred to a different department and have to explain my issue from scratch. Very frustrating.,__label__1,Customer Service,Medium,Negative
My package was marked as delivered but I never received it. I checked with my neighbors and no one has it. I need this resolved immediately.,__label__1,Delivery Issue,Low,Negative
I ordered desk lamp but received a counterfeit version. The branding looks fake and the quality is terrible.,__label__1,Product Quality,Medium,Negative
My refund request has been pending for 19 days. Every time I call I get a different story. I need this resolved now.,__label__1,Refund Issue,Medium,Negative
I submitted a support ticket 19 days ago and have received no response. I need this issue resolved urgently.,__label__1,Customer Service,Medium,Negative
I paid for express shipping but my order arrived 15 days late. I want a refund on the shipping fee at minimum.,__label__1,Delivery Issue,Medium,Negative
My complaint was escalated and resolved within hours. Impressed by the responsiveness.,__label__2,Product Quality,Low,Positive
Your return policy says 30 days but your team is now refusing to process my refund claiming the window has passed. This is misleading.,__label__1,Refund Issue,Low,Negative
My refund request has been pending for 21 days. Every time I call I get a different story. I need this resolved now.,__label__1,Refund Issue,Low,Negative
Your agent promised to call me back within 24 hours. It has been 11 days and I have heard nothing.,__label__1,Customer Service,Medium,Negative
I was charged a hidden fee of $23.06 that was not displayed during checkout. This is deceptive pricing.,__label__1,Payment Issue,Low,Negative
I returned the product in original condition within the return window and my refund was denied. I want a full explanation.,__label__1,Refund Issue,Low,Negative
My shipment has been stuck at the distribution center for 8 days with no updates. Customer service can't tell me what's happening.,__label__1,Delivery Issue,Medium,Negative
Your representative confirmed my refund over the phone but two weeks later I have received nothing.,__label__1,Refund Issue,Low,Negative
Your representative confirmed my refund over the phone but two weeks later I have received nothing.,__label__1,Refund Issue,Medium,Negative
I was charged twice for the same order. I can see two transactions of $28.17 on my credit card statement dated 4/3/2024.,__label__1,Payment Issue,Medium,Negative
The product fell apart after just one week of use. This is clearly a quality control issue on your end.,__label__1,Product Quality,Medium,Negative
The item I received is clearly not authentic. The quality is nothing like what was shown in the product images.,__label__1,Product Quality,Medium,Negative
I received a defective unit. The monitor has a manufacturing defect that makes it unusable. I want a replacement.,__label__1,Product Quality,Medium,Negative
My payment failed at checkout but my card was still charged. I did not receive any order confirmation or product.,__label__1,Payment Issue,High,Negative
I returned the product in original condition within the return window and my refund was denied. I want a full explanation.,__label__1,Refund Issue,Medium,Negative
The product quality issue was acknowledged and a replacement was sent the same day.,__label__2,Customer Service,Low,Positive
Your agent promised to call me back within 24 hours. It has been 10 days and I have heard nothing.,__label__1,Customer Service,Low,Negative
I returned a defective item and only received a partial refund. I want the full amount back as the fault was on your end.,__label__1,Refund Issue,Medium,Negative
I received a defective unit. The blender has a manufacturing defect that makes it unusable. I want a replacement.,__label__1,Product Quality,Medium,Negative
My refund request has been pending for 20 days. Every time I call I get a different story. I need this resolved now.,__label__1,Refund Issue,Low,Negative
"After contacting support, my order was re-shipped immediately with express delivery at no extra charge.",__label__2,Payment Issue,Low,Positive
I was charged for an item that was out of stock. You processed payment without having the item available.,__label__1,Payment Issue,Medium,Negative
The product arrived completely broken. The blender was cracked and unusable right out of the box.,__label__1,Product Quality,Low,Negative
Your agent promised to call me back within 24 hours. It has been 21 days and I have heard nothing.,__label__1,Customer Service,Medium,Negative
Order 794022 shows delivered but I was home all day and no one knocked. Package is nowhere to be found.,__label__1,Delivery Issue,Medium,Negative
I submitted a support ticket 15 days ago and have received no response. I need this issue resolved urgently.,__label__1,Customer Service,Low,Negative
The product fell apart after just one week of use. This is clearly a quality control issue on your end.,__label__1,Product Quality,Low,Negative
Your live chat support disconnected in the middle of our conversation and I never received a follow-up.,__label__1,Customer Service,Medium,Negative
Your agent promised to call me back within 24 hours. It has been 10 days and I have heard nothing.,__label__1,Customer Service,Low,Negative
My account shows a pending charge of $122.92 that has been there for 3 days. Please clarify this charge.,__label__1,Payment Issue,High,Negative
I returned a defective item and only received a partial refund. I want the full amount back as the fault was on your end.,__label__1,Refund Issue,High,Negative
Your live chat support disconnected in the middle of our conversation and I never received a follow-up.,__label__1,Customer Service,Medium,Negative
The courier left my package outside in the rain and it got completely damaged. This is terrible handling of deliveries.,__label__1,Delivery Issue,Medium,Negative
I was issued a store credit instead of a refund to my original payment method. I did not agree to this. Please refund to my card.,__label__1,Refund Issue,Medium,Negative
My shipment has been stuck at the distribution center for 9 days with no updates. Customer service can't tell me what's happening.,__label__1,Delivery Issue,Low,Negative
Your return policy says 30 days but your team is now refusing to process my refund claiming the window has passed. This is misleading.,__label__1,Refund Issue,High,Negative
Your support team gave me completely incorrect information which made my situation worse. I want to speak to a manager.,__label__1,Customer Service,Medium,Negative
I'm pleased to say the issue was fully resolved. Your support team was professional and efficient.,__label__2,Refund Issue,Low,Positive
I returned the product in original condition within the return window and my refund was denied. I want a full explanation.,__label__1,Refund Issue,Medium,Negative
An unauthorized charge of $67.25 appeared on my account. I did not authorize this transaction and want it reversed.,__label__1,Payment Issue,Low,Negative
I was issued a store credit instead of a refund to my original payment method. I did not agree to this. Please refund to my card.,__label__1,Refund Issue,Low,Negative
I was charged for a subscription I cancelled 21 days ago. Please stop billing me and refund the unauthorized charges.,__label__1,Payment Issue,Medium,Negative
I returned the product in original condition within the return window and my refund was denied. I want a full explanation.,__label__1,Refund Issue,Medium,Negative
The item I received is clearly not authentic. The quality is nothing like what was shown in the product images.,__label__1,Product Quality,Low,Negative
"After contacting support, my order was re-shipped immediately with express delivery at no extra charge.",__label__2,Payment Issue,Low,Positive
I received a full refund and a discount voucher for the inconvenience. Very happy with the resolution.,__label__2,Delivery Issue,Low,Positive
Your customer service representative was extremely rude and dismissive when I called about my issue. This is no way to treat customers.,__label__1,Customer Service,Low,Negative
I have emailed your support team 6 times with no reply. This complete lack of response is unacceptable.,__label__1,Customer Service,Medium,Negative
Item arrived with visible damage — scratches and dents that look like it was a returned or used product.,__label__1,Product Quality,Medium,Negative
The courier left my package outside in the rain and it got completely damaged. This is terrible handling of deliveries.,__label__1,Delivery Issue,Medium,Negative
The product arrived completely broken. The smartwatch was cracked and unusable right out of the box.,__label__1,Product Quality,Medium,Negative
My smartwatch stopped working after just 4 days of normal use. For the price I paid I expected it to last much longer.,__label__1,Product Quality,Low,Negative
The courier left my package outside in the rain and it got completely damaged. This is terrible handling of deliveries.,__label__1,Delivery Issue,Medium,Negative
The courier left my package outside in the rain and it got completely damaged. This is terrible handling of deliveries.,__label__1,Delivery Issue,Low,Negative
I was promised a full refund within 5-7 business days but it has been 16 days and nothing has appeared in my account.,__label__1,Refund Issue,Medium,Negative
Order 659921 shows delivered but I was home all day and no one knocked. Package is nowhere to be found.,__label__1,Delivery Issue,Medium,Negative
I have emailed your support team 4 times with no reply. This complete lack of response is unacceptable.,__label__1,Customer Service,High,Negative
I was charged for an item that was out of stock. You processed payment without having the item available.,__label__1,Payment Issue,Medium,Negative
I was charged twice for the same order. I can see two transactions of $112.33 on my credit card statement dated 9/3/2024.,__label__1,Payment Issue,Medium,Negative
My replacement arrived quickly and the product works perfectly. Happy with how this was handled.,__label__2,Refund Issue,Low,Positive
My promotional discount was not applied at checkout despite entering the code correctly. I was charged full price.,__label__1,Payment Issue,High,Negative
My promotional discount was not applied at checkout despite entering the code correctly. I was charged full price.,__label__1,Payment Issue,Medium,Negative
I received a full refund and a discount voucher for the inconvenience. Very happy with the resolution.,__label__2,Refund Issue,Low,Positive
The product arrived completely broken. The charger was cracked and unusable right out of the box.,__label__1,Product Quality,Medium,Negative
My shipment has been stuck at the distribution center for 7 days with no updates. Customer service can't tell me what's happening.,__label__1,Delivery Issue,Low,Negative
I have been on hold for over an hour and still haven't spoken to anyone. This level of service is completely unacceptable.,__label__1,Customer Service,Medium,Negative
My complaint was escalated and resolved within hours. Impressed by the responsiveness.,__label__2,Delivery Issue,Low,Positive
Every time I contact support I get transferred to a different department and have to explain my issue from scratch. Very frustrating.,__label__1,Customer Service,Medium,Negative
I ordered backpack but received a counterfeit version. The branding looks fake and the quality is terrible.,__label__1,Product Quality,Medium,Negative
The refund appeared in my account within 2 business days. Excellent service.,__label__2,Payment Issue,Low,Positive
The product fell apart after just one week of use. This is clearly a quality control issue on your end.,__label__1,Product Quality,Medium,Negative
Your support team gave me completely incorrect information which made my situation worse. I want to speak to a manager.,__label__1,Customer Service,Medium,Negative
I was promised a full refund within 5-7 business days but it has been 12 days and nothing has appeared in my account.,__label__1,Refund Issue,Medium,Negative
Every time I contact support I get transferred to a different department and have to explain my issue from scratch. Very frustrating.,__label__1,Customer Service,High,Negative
I ordered smartwatch but received a counterfeit version. The branding looks fake and the quality is terrible.,__label__1,Product Quality,High,Negative
My refund request has been pending for 6 days. Every time I call I get a different story. I need this resolved now.,__label__1,Refund Issue,High,Negative
I have contacted your support team 2 times over the past 20 days and have not received a single useful response.,__label__1,Customer Service,Medium,Negative
The refund appeared in my account within 2 business days. Excellent service.,__label__2,Payment Issue,Low,Positive
I was told my complaint was escalated to a supervisor but nobody has contacted me in 19 days.,__label__1,Customer Service,High,Negative
I received a defective unit. The blender has a manufacturing defect that makes it unusable. I want a replacement.,__label__1,Product Quality,Low,Negative
The refund amount I received is incorrect — I was refunded $17.54 but I paid $78.05. Please correct this immediately.,__label__1,Refund Issue,Medium,Negative
Your agent promised to call me back within 24 hours. It has been 3 days and I have heard nothing.,__label__1,Customer Service,Low,Negative
My refund request has been pending for 10 days. Every time I call I get a different story. I need this resolved now.,__label__1,Refund Issue,Medium,Negative
Wrong item was delivered to my address. I ordered monitor but received something completely different. Please send the correct item.,__label__1,Delivery Issue,Medium,Negative
I paid for express shipping but my order arrived 11 days late. I want a refund on the shipping fee at minimum.,__label__1,Delivery Issue,Low,Negative
I received a defective unit. The camera has a manufacturing defect that makes it unusable. I want a replacement.,__label__1,Product Quality,Medium,Negative
My laptop stopped working after just 11 days of normal use. For the price I paid I expected it to last much longer.,__label__1,Product Quality,Low,Negative
My package was marked as delivered but I never received it. I checked with my neighbors and no one has it. I need this resolved immediately.,__label__1,Delivery Issue,Low,Negative
The agent I spoke with was knowledgeable and fixed my account issue on the first call.,__label__2,Delivery Issue,Low,Positive
My refund was processed faster than expected. Thank you for the smooth resolution.,__label__2,Customer Service,Low,Positive
I have been on hold for over an hour and still haven't spoken to anyone. This level of service is completely unacceptable.,__label__1,Customer Service,Medium,Negative
I have been waiting 10 days for my refund and keep getting told to wait another 3-5 business days. This is unacceptable.,__label__1,Refund Issue,Medium,Negative
I ordered blender but received a counterfeit version. The branding looks fake and the quality is terrible.,__label__1,Product Quality,Low,Negative
I placed an order 16 days ago and it hasn't been delivered yet. The tracking shows it left the warehouse but nothing since. Where is my package?,__label__1,Delivery Issue,Low,Negative
"After contacting support, my order was re-shipped immediately with express delivery at no extra charge.",__label__2,Payment Issue,Low,Positive
My refund was processed faster than expected. Thank you for the smooth resolution.,__label__2,Payment Issue,Low,Positive
The delivery was 15 days late. I needed this item for an important event and it arrived too late to be useful. Very disappointed.,__label__1,Delivery Issue,Low,Negative
Your return policy says 30 days but your team is now refusing to process my refund claiming the window has passed. This is misleading.,__label__1,Refund Issue,Medium,Negative
The product quality issue was acknowledged and a replacement was sent the same day.,__label__2,Payment Issue,Low,Positive
The phone case does not work as described. The features listed on the product page are simply not present.,__label__1,Product Quality,Low,Negative
My package was marked as delivered but I never received it. I checked with my neighbors and no one has it. I need this resolved immediately.,__label__1,Delivery Issue,Low,Negative
My card was charged $129.99 but the order total was $13.29. I was overcharged and want the difference refunded immediately.,__label__1,Payment Issue,Medium,Negative
I was charged a hidden fee of $43.41 that was not displayed during checkout. This is deceptive pricing.,__label__1,Payment Issue,Medium,Negative
My refund was processed faster than expected. Thank you for the smooth resolution.,__label__2,Delivery Issue,Low,Positive
I was told my complaint was escalated to a supervisor but nobody has contacted me in 8 days.,__label__1,Customer Service,Low,Negative
My replacement arrived quickly and the product works perfectly. Happy with how this was handled.,__label__2,Delivery Issue,Low,Positive
I returned the product in original condition within the return window and my refund was denied. I want a full explanation.,__label__1,Refund Issue,Medium,Negative
After 17 days the product started malfunctioning. Given the price this is completely unacceptable quality.,__label__1,Product Quality,Medium,Negative
I returned my order 10 days ago and still haven't received my refund. I have the return tracking number confirming delivery.,__label__1,Refund Issue,Medium,Negative
My headphones stopped working after just 9 days of normal use. For the price I paid I expected it to last much longer.,__label__1,Product Quality,Low,Negative
I was charged for a subscription I cancelled 9 days ago. Please stop billing me and refund the unauthorized charges.,__label__1,Payment Issue,Medium,Negative
I have been waiting 13 days for my refund and keep getting told to wait another 3-5 business days. This is unacceptable.,__label__1,Refund Issue,Low,Negative
"I was skeptical after my order was delayed, but your team tracked it down and delivered it the next day. Well done.",__label__2,Product Quality,Low,Positive
The courier left my package outside in the rain and it got completely damaged. This is terrible handling of deliveries.,__label__1,Delivery Issue,Medium,Negative
Wrong item was delivered to my address. I ordered tablet but received something completely different. Please send the correct item.,__label__1,Delivery Issue,Low,Negative
I cancelled my order within minutes of placing it but was still charged. Your cancellation policy says orders can be cancelled within 1 hour.,__label__1,Payment Issue,Medium,Negative
My payment failed at checkout but my card was still charged. I did not receive any order confirmation or product.,__label__1,Payment Issue,High,Negative
My package was marked as delivered but I never received it. I checked with my neighbors and no one has it. I need this resolved immediately.,__label__1,Delivery Issue,Medium,Negative
I'm pleased to say the issue was fully resolved. Your support team was professional and efficient.,__label__2,Customer Service,Low,Positive
Item arrived with visible damage — scratches and dents that look like it was a returned or used product.,__label__1,Product Quality,Medium,Negative
Wrong item was delivered to my address. I ordered shoes but received something completely different. Please send the correct item.,__label__1,Delivery Issue,Medium,Negative
I returned the product in original condition within the return window and my refund was denied. I want a full explanation.,__label__1,Refund Issue,Medium,Negative
Every time I contact support I get transferred to a different department and have to explain my issue from scratch. Very frustrating.,__label__1,Customer Service,Medium,Negative
Order 440839 shows delivered but I was home all day and no one knocked. Package is nowhere to be found.,__label__1,Delivery Issue,Low,Negative
My promotional discount was not applied at checkout despite entering the code correctly. I was charged full price.,__label__1,Payment Issue,Medium,Negative
I wanted to follow up — your team resolved my delivery issue within 24 hours. Very impressed with the quick response.,__label__2,Customer Service,Low,Positive
Your support team gave me completely incorrect information which made my situation worse. I want to speak to a manager.,__label__1,Customer Service,Low,Negative
I was charged for a subscription I cancelled 4 days ago. Please stop billing me and refund the unauthorized charges.,__label__1,Payment Issue,Medium,Negative
Your customer service representative was extremely rude and dismissive when I called about my issue. This is no way to treat customers.,__label__1,Customer Service,Medium,Negative
My package was marked as delivered but I never received it. I checked with my neighbors and no one has it. I need this resolved immediately.,__label__1,Delivery Issue,Low,Negative
The refund appeared in my account within 2 business days. Excellent service.,__label__2,Product Quality,Low,Positive
Wrong item was delivered to my address. I ordered phone case but received something completely different. Please send the correct item.,__label__1,Delivery Issue,Medium,Negative
I have emailed your support team 6 times with no reply. This complete lack of response is unacceptable.,__label__1,Customer Service,Low,Negative
I was issued a store credit instead of a refund to my original payment method. I did not agree to this. Please refund to my card.,__label__1,Refund Issue,Medium,Negative
I have emailed your support team 2 times with no reply. This complete lack of response is unacceptable.,__label__1,Customer Service,Medium,Negative
I paid for express shipping but my order arrived 10 days late. I want a refund on the shipping fee at minimum.,__label__1,Delivery Issue,Medium,Negative
The product quality issue was acknowledged and a replacement was sent the same day.,__label__2,Delivery Issue,Low,Positive
The product quality issue was acknowledged and a replacement was sent the same day.,__label__2,Payment Issue,Low,Positive
Your agent promised to call me back within 24 hours. It has been 18 days and I have heard nothing.,__label__1,Customer Service,Low,Negative
Every time I contact support I get transferred to a different department and have to explain my issue from scratch. Very frustrating.,__label__1,Customer Service,Low,Negative
The product quality issue was acknowledged and a replacement was sent the same day.,__label__2,Delivery Issue,Low,Positive
I have been waiting 3 days for my refund and keep getting told to wait another 3-5 business days. This is unacceptable.,__label__1,Refund Issue,High,Negative
I was charged twice for the same order. I can see two transactions of $200.40 on my credit card statement dated 21/4/2024.,__label__1,Payment Issue,Medium,Negative
My refund request has been pending for 20 days. Every time I call I get a different story. I need this resolved now.,__label__1,Refund Issue,Medium,Negative
I was charged for a subscription I cancelled 9 days ago. Please stop billing me and refund the unauthorized charges.,__label__1,Payment Issue,Medium,Negative
Item arrived with visible damage — scratches and dents that look like it was a returned or used product.,__label__1,Product Quality,Low,Negative
I paid for express shipping but my order arrived 13 days late. I want a refund on the shipping fee at minimum.,__label__1,Delivery Issue,Low,Negative
Order 526977 shows delivered but I was home all day and no one knocked. Package is nowhere to be found.,__label__1,Delivery Issue,High,Negative
Customer support was extremely helpful and resolved my billing error without any hassle.,__label__2,Refund Issue,Low,Positive
Your support team gave me completely incorrect information which made my situation worse. I want to speak to a manager.,__label__1,Customer Service,High,Negative
My order #797640 was supposed to arrive on 19/1/2024 but it still hasn't shown up. The tracking hasn't updated in 6 days. This is completely unacceptable.,__label__1,Delivery Issue,Low,Negative
My shipment has been stuck at the distribution center for 8 days with no updates. Customer service can't tell me what's happening.,__label__1,Delivery Issue,Medium,Negative
I ordered smartwatch but received a counterfeit version. The branding looks fake and the quality is terrible.,__label__1,Product Quality,Low,Negative
I cancelled my order within minutes of placing it but was still charged. Your cancellation policy says orders can be cancelled within 1 hour.,__label__1,Payment Issue,Medium,Negative
I ordered keyboard but received a counterfeit version. The branding looks fake and the quality is terrible.,__label__1,Product Quality,High,Negative
I was told my complaint was escalated to a supervisor but nobody has contacted me in 13 days.,__label__1,Customer Service,Medium,Negative
I have been waiting 8 days for my refund and keep getting told to wait another 3-5 business days. This is unacceptable.,__label__1,Refund Issue,Medium,Negative
The courier left my package outside in the rain and it got completely damaged. This is terrible handling of deliveries.,__label__1,Delivery Issue,Medium,Negative
I was charged twice for the same order. I can see two transactions of $29.59 on my credit card statement dated 26/12/2024.,__label__1,Payment Issue,Medium,Negative
"After contacting support, my order was re-shipped immediately with express delivery at no extra charge.",__label__2,Payment Issue,Low,Positive
"After contacting support, my order was re-shipped immediately with express delivery at no extra charge.",__label__2,Delivery Issue,Low,Positive
The replacement product arrived in perfect condition. Great customer service experience overall.,__label__2,Delivery Issue,Low,Positive
My package was marked as delivered but I never received it. I checked with my neighbors and no one has it. I need this resolved immediately.,__label__1,Delivery Issue,Medium,Negative
My refund request has been pending for 18 days. Every time I call I get a different story. I need this resolved now.,__label__1,Refund Issue,High,Negative
Wrong item was delivered to my address. I ordered backpack but received something completely different. Please send the correct item.,__label__1,Delivery Issue,Medium,Negative
The refund amount I received is incorrect — I was refunded $60.54 but I paid $134.30. Please correct this immediately.,__label__1,Refund Issue,Low,Negative
My promotional discount was not applied at checkout despite entering the code correctly. I was charged full price.,__label__1,Payment Issue,Low,Negative
I have contacted your support team 5 times over the past 6 days and have not received a single useful response.,__label__1,Customer Service,Medium,Negative
Your support team gave me completely incorrect information which made my situation worse. I want to speak to a manager.,__label__1,Customer Service,Medium,Negative
I returned my order 14 days ago and still haven't received my refund. I have the return tracking number confirming delivery.,__label__1,Refund Issue,Medium,Negative
The refund amount I received is incorrect — I was refunded $119.04 but I paid $96.04. Please correct this immediately.,__label__1,Refund Issue,Medium,Negative
My package was marked as delivered but I never received it. I checked with my neighbors and no one has it. I need this resolved immediately.,__label__1,Delivery Issue,Low,Negative
Your agent promised to call me back within 24 hours. It has been 19 days and I have heard nothing.,__label__1,Customer Service,Medium,Negative
I was charged twice for the same order. I can see two transactions of $57.12 on my credit card statement dated 2/7/2024.,__label__1,Payment Issue,Medium,Negative
I was charged for an item that was out of stock. You processed payment without having the item available.,__label__1,Payment Issue,High,Negative
The refund amount I received is incorrect — I was refunded $36.87 but I paid $91.64. Please correct this immediately.,__label__1,Refund Issue,Medium,Negative
I have been waiting 5 days for my refund and keep getting told to wait another 3-5 business days. This is unacceptable.,__label__1,Refund Issue,Medium,Negative
An unauthorized charge of $97.82 appeared on my account. I did not authorize this transaction and want it reversed.,__label__1,Payment Issue,High,Negative
